"id","timePoint","studyGroup","treatment_now","carryover_ig","z_habit","z_intention","z_attitude","z_injnorm","z_descnorm","z_pbc","z_intrinsic_mot","z_planning","z_selfcontrol","trt","carry","habit_latent","intention_latent","attitude_latent","injnorm_latent","descnorm_latent","pbc_latent","intrinsic_mot_latent","perceived_comp_latent","perceived_choice_latent","extrinsic_mot_latent","planning_latent","selfcontrol_latent","motivational_comp_latent","zimo_discat_latent","zimo_enjoy_latent","zimo_risk_latent","age","gender","prior_app","income","age_c","female","male","income_low","income_med","income_high","age_25_50","BStel","InBew","OutBew","rand_pa","pa_driver_small","weeklyMET_minutes","steps_day","treat_phase_pa","vpa_share","mpa_share","lpa_share","share_sum","lpa_met_week","mpa_met_week","vpa_met_week","lpa_min_week","mpa_min_week","vpa_min_week","pa_light_days","pa_mod_days","pa_vig_days","pa_light_minutes","pa_mod_minutes","pa_vig_minutes","weeklyMET_minutes_check","habit_1","habit_2","habit_3","habit_4","intention_1","intention_2","intention_3","attitude_1","attitude_2","attitude_3","attitude_4","attitude_5","norm_inj_1","norm_inj_2","norm_inj_3","norm_desc_1","norm_desc_2","norm_desc_3","pbc_1","pbc_2","pbc_3","pbc_4","intrinsic_mot_1","intrinsic_mot_2","intrinsic_mot_3","perceived_comp_1","perceived_comp_2","perceived_comp_3","perceived_choice_1","perceived_choice_2","perceived_choice_3","extrinsic_mot_1","extrinsic_mot_2","extrinsic_mot_3","action_planning_1","action_planning_2","action_planning_3","action_planning_4","self_control_1","self_control_2","self_control_3","motivational_comp_1","motivational_comp_2","motivational_comp_3","motivational_comp_4","bmzi_fitness","bmzi_health","bmzi_body","bmzi_social","bmzi_competition","bmzi_distraction","bmzi_aesthetics","zimo_discat5","zimo_enjoy1","zimo_enjoy2","zimo_enjoy3","zimo_risk1","zimo_risk2","zimo_risk3","app_use_prob","app_use_yesno","app_use_days","tam_usefulness_1","tam_usefulness_2","tam_usefulness_3","tam_ease_1","tam_ease_2","tam_ease_3","tam_enjoyment_1","tam_enjoyment_2","tam_enjoyment_3","tam_trust_1","tam_trust_2","tam_trust_3","tam_future_use_1","tam_future_use_2","tam_future_use_3"
11,"T1","CG",FALSE,FALSE,1.65976514650291,0.0025344140026668,-0.648256283244363,-0.487168807029591,-0.194855420775896,-0.347465230257631,1.37775034945217,0.366981232070878,-1.04656148741515,0,0,4.92832692976582,5.26848420870476,4.22733051138707,3.43500091491957,4.10721029871402,4.86213278858299,4.54307065701936,3.63569656220452,2.90780316406599,NA,2.10661389372212,3.02098754886113,5.11325925706916,2.94504363006604,3.6939236632188,0.465739121694506,25,0,1,3,-14.84,0,1,0,0,1,1,11.7,6.6,2.1,-178.372039856664,52.4562657057061,944,4495,0,0.00684480333002284,0.200860345568508,0.792294851101469,1,747.926339439787,189.612166216671,6.46149434354156,249.308779813262,37.9224332433343,0.717943815949063,7,2,0,36,19,NA,946,5,5,5,4,5,5,5,5,4,4,4,5,5,3,4,3,4,4,NA,5,5,5,4,4,4,3,3,4,3,2,NA,2,2,3,2,NA,2,2,4,NA,3,5,5,5,5,4,5,3,3,1,3,3,3,3,3,4,1,1,2,0.52497918747894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"T1","CG",FALSE,FALSE,1.79876279610411,-0.450266258530591,1.081309319545,0.223846175474602,-0.0679155866024004,0.649801692213171,0.821689394825084,-0.0746849364691307,-0.858503868821232,0,0,5.0554463280398,NA,6.75028287806518,5.1133938795138,4.67400381193249,4.99430596393709,4.30153220709045,3.62277093545814,3.34455732220322,1.18023068389573,2.09912930516526,2.41762377604508,4.95989902270388,3.61722917272784,4.35152360180414,2.5756709962297,48,1,0,1,8.16,1,0,1,0,0,1,6.9,11.4,2.6,221.075869823195,46.659440409134,791,3767,0,0.00164398567518219,0.208272780068219,0.790083234256599,1,624.95583829697,164.743769033961,1.30039266906911,208.318612765657,32.9487538067922,0.144488074341013,6,1,0,35,33,NA,795,5,5,5,5,5,5,5,7,7,7,7,7,7,5,6,5,5,4,5,5,6,5,4,4,4,3,4,4,3,3,4,2,1,1,3,NA,2,NA,3,3,2,5,5,5,5,NA,5,4,3,NA,1,2,4,4,5,4,4,2,4,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"T1","CG",FALSE,FALSE,-0.528765025204438,1.9400387779903,0.915073693827194,0.28067644810951,1.06179408020587,-0.345592631421,1.53353978571685,0.108574891441099,0.545898312925855,0,0,0.482189752422441,6.75080215882048,6.06749993608417,4.73746751880899,5.19882733824836,5.07535082261996,4.7715902228782,3.24937255850799,3.18678877755069,1.84007648634132,2.14968930554535,3.75587236102457,4.48250690345299,2.84055246576674,3.06394217572677,3.00100131009738,40,1,1,2,0.159999999999997,1,0,0,1,0,1,6.2,7.1,2,360.700233936135,10.6033794608964,1031,4910,0,0.0242967468244024,0.232281994745135,0.743421258430462,1,766.467317441807,239.482736582235,25.0499459759588,255.489105813936,47.8965473164469,2.78332733066209,7,2,0,36,24,NA,996,1,1,1,1,7,7,7,5,5,6,6,7,4,5,5,5,4,4,5,4,NA,5,4,4,4,3,3,3,3,4,3,1,2,2,2,2,2,NA,4,4,4,4,5,4,4,4,5,4,2,2,4,4,3,3,3,3,4,4,4,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"T1","IG",FALSE,FALSE,-0.401740663922794,-0.33441241026387,-0.907124922352701,-0.398349690314128,-0.815545863627746,-0.33295889247488,-0.519161514398351,-1.18931144542677,0.646441480043036,0,0,2.43007905197186,3.91922597434664,3.93981289814653,3.83223497341431,3.44944458887428,4.86302805033841,3.21234149955831,2.37388354714933,2.55705336503403,1.65056842911129,1.34280453998491,3.69402698116096,3.85892954113466,3.28905689533166,4.1893119308058,2.1981203928222,45,0,0,2,5.16,0,1,0,1,0,1,8.2,4.2,1.3,541.756408772163,-13.4370601476425,998,4752,0,0.0253387449262664,0.201717436332256,0.772943818741478,1,771.397931103995,201.314001459591,25.2880674364138,257.132643701332,40.2628002919182,2.80978527071265,7,2,0,37,20,NA,977,2,3,3,3,3,4,3,NA,4,5,4,3,NA,3,3,3,2,3,NA,5,4,NA,3,3,3,2,3,3,2,2,2,2,2,2,2,1,1,1,4,3,3,4,4,4,4,3,5,2,2,3,3,1,4,3,4,4,2,2,4,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"T1","CG",FALSE,FALSE,-0.309406349696767,0.454939919310978,0.275668509222528,-0.00128345625229476,0.0734534542122063,0.226798286085968,-0.405295786120068,-0.534658034519205,-0.430764754853904,0,0,1.91474128093558,5.18573171392602,5.53450479702767,5.40734064129655,3.81039562264412,4.77457599271013,3.35760713674924,3.6206804269063,2.85384065210421,2.23913066435257,1.41895393449305,2.72801677490749,4.7516472827571,4.24473291239447,3.11596401047079,4.10726566599532,32,1,0,1,-7.84,1,0,1,0,0,1,12,6.8,1.2,181.401005656921,-5.8401470735679,342,1629,0,0,0.239012417718768,0.760987582281232,1,260.257753140181,81.7422468598187,0,86.7525843800604,16.3484493719637,0,2,1,0,43,16,NA,338,3,1,2,2,5,6,5,NA,7,6,4,6,6,6,6,NA,4,5,4,4,4,5,4,3,NA,4,3,3,3,3,3,2,2,3,1,1,NA,NA,3,3,3,5,5,5,5,4,NA,3,1,2,2,5,4,3,5,3,4,3,4,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"T1","CG",FALSE,FALSE,-0.485502000129115,-0.391146177824899,-0.119386357443001,-1.68791191108383,-0.821607513838122,-0.583159860872928,-0.906425963849985,1.02118430455871,-1.10340271182146,0,0,1.97416137133607,3.46558795661565,4.84337557096565,2.0483151814829,1.96558104409305,3.9926095399916,3.52046678728086,2.22989755958353,3.36825320010364,1.15008251799473,3.12290995657918,2.41323060572477,5.06345584884364,1.89433192873318,3.55089692417673,1.47220794294348,42,1,0,1,2.16,1,0,1,0,0,1,7.4,7,3.9,-52.930375302118,-28.9282498053686,786,3743,0,0.0072112536476925,0.198591091372073,0.794197654980235,1,624.239356814464,156.092597818449,5.66804536708631,208.079785604821,31.2185195636898,0.629782818565145,6,1,0,35,31,NA,785,1,3,2,NA,3,4,3,5,6,5,6,5,1,3,2,1,2,2,3,4,4,3,4,NA,3,3,2,2,3,4,4,0,1,1,3,3,3,4,NA,2,3,5,5,5,5,4,5,2,2,2,3,1,2,3,3,3,2,1,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"T1","CG",FALSE,FALSE,-3.17309942015188,2.29328225184372,1.25564342952322,0.101482574395173,1.54070132427411,0.19150351029878,2.57623643176486,1.67873476496124,-1.48650164485097,0,0,-1.84807597604213,7.69691018924279,7.63932956044078,4.74332620095878,5.28266464094007,NA,4.9382512598242,4.76284983766816,3.38673928628296,2.9555732893283,3.00186545858465,2.10115583290423,5.65165077358075,4.5810033952958,5.20318633487199,2.95949811341412,50,1,0,3,10.16,1,0,0,0,1,1,2.1,9.1,3.1,-703.467575533236,-13.18195793061,0,0,0,0,0.166505842506886,0.833494157493115,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,1,1,7,7,7,NA,7,7,7,7,6,5,5,5,4,6,4,5,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,3,1,1,3,3,4,4,5,5,3,2,3,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"T1","IG",FALSE,FALSE,0.242042962378855,-0.166453373746421,0.15177001789811,-1.88198177314848,-1.01364482678813,0.970669275622244,0.497574139296255,-0.456827138109962,0.201277482693941,0,0,2.16566467137078,4.6606805111725,5.58260646900491,1.73394554243255,2.89011497936732,6.281808865104,3.90917281455455,3.0736655006041,3.37363154134248,NA,1.82753522471712,3.09013942165494,4.21956628751006,2.34399599482229,3.19651083962874,0.255723159321036,44,1,0,3,4.16,1,0,0,0,1,1,3.3,2,3.1,-264.110557747038,11.8432368298744,418,1990,0,0,0.173858330305666,0.826141669694334,1,345.327217932232,72.6727820677683,0,115.109072644077,14.5345564135537,0,3,1,0,38,15,NA,417,2,3,2,3,5,5,4,7,5,6,5,6,1,2,1,4,NA,2,6,5,6,NA,NA,3,4,3,4,3,4,4,3,2,0,0,3,1,2,2,3,3,3,4,4,5,5,4,5,5,1,2,4,3,1,2,3,3,1,1,1,0.574442516811659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"T1","CG",FALSE,FALSE,-1.02255947927411,-0.6731589737483,-0.637459761960473,-0.401032699205987,0.257650577024074,0.300840913539519,-0.39806209253032,-1.06838070427291,0.239090674667355,0,0,NA,3.8843436692568,4.13719704852253,3.3968567849982,3.6294235038829,4.69865934781238,3.86997020335067,3.05836246533461,2.95290098673988,1.70966635728757,1.74402429469292,3.68292512767536,4.58875699556088,2.97680581149413,2.41218520615305,1.3818532462039,36,1,1,3,-3.84,1,0,0,0,1,1,9.3,11.5,1.2,-44.4811212764534,-52.5787424681536,283,1348,0,0,0.184788460191339,0.815211539808661,1,230.704865765851,52.295134234149,0,76.9016219219503,10.4590268468298,0,2,0,0,38,NA,NA,228,1,1,1,1,3,4,4,5,4,5,4,4,3,5,4,1,1,2,5,5,6,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,2,2,3,NA,4,5,5,5,4,4,4,3,3,1,5,4,3,2,3,3,1,1,1,0.657010462673499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"T1","CG",FALSE,FALSE,1.4818683913368,-0.939445051329625,-0.196306469612831,-0.0474223605500139,1.41312558650857,-0.439968992575052,-0.734527150625399,-0.264997428116033,1.13847758823581,0,0,2.92665740593375,3.98401909014451,4.81261168433079,4.65201784991594,5.9929728684058,NA,2.28020595382799,2.75393536188119,3.33088116307151,0.897221109147452,2.21116160681449,4.18137250299025,3.20253481693284,1.36883295338445,3.64902891497658,3.82899407475617,48,1,0,2,8.16,1,0,0,1,0,1,11.7,4.7,4.1,113.21346907619,-23.1478106923426,732,3486,0,0.00547998492373154,0.161325545888394,0.833194469187874,1,609.898351445524,118.090299590304,4.01134896417148,203.299450481841,23.6180599180609,0.445705440463498,6,1,0,34,24,NA,732,3,3,3,2,4,4,3,4,4,NA,4,5,6,3,5,7,5,NA,4,4,5,4,2,2,3,NA,3,2,4,3,4,1,2,NA,2,NA,3,3,5,4,5,3,3,4,3,5,4,2,2,4,5,1,2,3,4,3,4,3,5,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"T1","CG",FALSE,FALSE,-0.633095342072729,0.134146902758464,2.23076743129723,0.391337249587325,-2.11389908955316,-0.296083278330014,-0.27270902043862,0.383670576755433,1.41475713395728,0,0,1.2009447459894,4.30200241700159,8.4015386023479,4.58073813513556,1.6538804962179,3.91061818078738,3.2460291869998,3.18816298747224,2.56610544094364,1.71581751300482,2.28765671694534,3.88885113928722,NA,3.27220740831269,3.43836303485273,2.42100863966811,43,1,0,2,3.16,1,0,0,1,0,1,5.5,5.7,3,9.4414784282037,-34.6264898892353,199,948,0,0,0.221117695588619,0.778882304411382,1,154.997578577865,44.0024214221351,0,51.665859525955,8.80048428442702,0,1,0,0,52,NA,NA,156,2,1,2,1,4,4,4,7,7,7,7,7,3,4,5,3,3,1,4,4,5,5,4,2,3,3,3,3,3,4,2,2,2,3,3,2,3,3,4,4,4,4,4,4,4,5,4,2,3,1,3,4,3,4,3,4,3,2,3,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
