"id","timePoint","studyGroup","treatment_now","carryover_ig","z_habit","z_intention","z_attitude","z_injnorm","z_descnorm","z_pbc","z_auto_mot","z_planning","z_selfcontrol","trt","carry","habit_latent","intention_latent","attitude_latent","injnorm_latent","descnorm_latent","pbc_latent","auto_mot_latent","planning_latent","selfcontrol_latent","zimo_discat_latent","zimo_enjoy_latent","zimo_risk_latent","age","gender","prior_app","income","age_c","female","male","income_low","income_med","income_high","age_25_50","pa_driver","pa_demo_effect","steps_day","weeklyMET_minutes","pa_prop","pa_vig_days","pa_mod_days","pa_light_days","vig_mu","mod_mu","light_mu","pa_vig_minutes","pa_mod_minutes","pa_light_minutes","habit_1","habit_2","habit_3","habit_4","intention_1","intention_2","intention_3","attitude_1","attitude_2","attitude_3","attitude_4","attitude_5","norm_inj_1","norm_inj_2","norm_inj_3","norm_desc_1","norm_desc_2","norm_desc_3","pbc_1","pbc_2","pbc_3","pbc_4","autonomous_mot_1","autonomous_mot_2","autonomous_mot_3","autonomous_mot_4","controlled_mot_1","controlled_mot_2","controlled_mot_3","controlled_mot_4","action_planning_1","action_planning_2","action_planning_3","action_planning_4","self_control_1","self_control_2","self_control_3","motivational_comp_1","motivational_comp_2","motivational_comp_3","motivational_comp_4","bmzi_fitness","bmzi_health","bmzi_body","bmzi_social","bmzi_competition","bmzi_distraction","bmzi_aesthetics","zimo_discat5","zimo_enjoy1","zimo_enjoy2","zimo_enjoy3","zimo_risk1","zimo_risk2","zimo_risk3","app_use_prob","app_use_yesno","app_use_days","tam_usefulness_1","tam_usefulness_2","tam_usefulness_3","tam_ease_1","tam_ease_2","tam_ease_3","tam_enjoyment_1","tam_enjoyment_2","tam_enjoyment_3","tam_trust_1","tam_trust_2","tam_trust_3","tam_future_use_1","tam_future_use_2","tam_future_use_3"
11,"T1","CG",FALSE,FALSE,1.65976514650291,0.0025344140026668,-0.648256283244363,-0.487168807029591,-0.194855420775896,-0.347465230257631,1.37775034945217,0.366981232070878,-1.04656148741515,0,0,4.92832692976582,5.26848420870476,4.22733051138707,3.43500091491957,4.10721029871402,4.86213278858299,5.08084569196458,2.47368530985884,2.26867762519651,NA,3.3614934588967,3.80099116973633,42,1,1,1,0.75,1,0,1,0,0,1,0.892974012130483,89,7544.34050036923,4142,2.35631694592223,6,7,7,3.61520988949308,3.85248254956,4.1121420750676,37,56,57,5,5,5,5,5,4,6,3,5,4,4,5,4,5,3,4,NA,5,5,5,5,5,4,4,4,4,1,3,1,1,3,3,3,2,3,3,3,3,4,3,4,5,NA,1,2,1,3,4,NA,5,2,4,NA,4,3,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"T1","CG",FALSE,FALSE,1.79876279610411,-0.450266258530591,1.081309319545,0.223846175474602,-0.0679155866024004,0.649801692213171,0.821689394825084,-0.0746849364691307,-0.858503868821232,0,0,5.0554463280398,4.73239190950865,6.75028287806518,5.1133938795138,4.67400381193249,4.99430596393709,4.78370114657296,2.3235027358323,2.77059997410776,2.70705422649041,4.34995033240021,0.962665765105329,41,1,1,1,-0.25,1,0,1,0,0,1,0.782337343537714,77,8586.89130913874,3392,1.38878548270525,5,4,6,3.62482172823178,3.80985960667204,4.09645099108013,44,48,72,5,4,5,5,5,5,6,6,7,6,7,6,5,3,5,4,6,6,6,4,6,5,4,4,4,NA,3,2,1,2,3,3,3,2,3,3,3,4,3,3,3,4,4,2,3,1,4,4,2,4,4,4,1,1,1,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"T1","CG",FALSE,FALSE,-0.528765025204438,1.9400387779903,0.915073693827194,0.28067644810951,1.06179408020587,-0.345592631421,1.53353978571685,0.108574891441099,0.545898312925855,0,0,0.482189752422441,NA,6.06749993608417,4.73746751880899,5.19882733824836,5.07535082261996,5.32494420144988,1.90705685332747,3.53050234251683,3.86393566474271,4.31317378095602,2.95238668794613,24,1,0,3,-17.25,1,0,0,0,1,0,0.197639727567996,-407,873.680089305118,1644,0.101645828032334,1,5,6,3.20301434677254,3.86168312981166,4.09198425470127,27,39,54,1,1,1,1,6,7,7,5,6,7,6,6,4,5,4,5,7,4,5,5,6,6,4,4,4,4,2,0,3,2,2,2,2,1,4,4,4,4,4,3,4,5,5,5,2,1,5,4,4,4,5,5,4,3,2,0.46257015465625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"T1","IG",FALSE,FALSE,-0.401740663922794,-0.33441241026387,-0.907124922352701,-0.398349690314128,-0.815545863627746,-0.33295889247488,-0.519161514398351,-1.18931144542677,0.646441480043036,0,0,2.43007905197186,3.91922597434664,3.93981289814653,3.83223497341431,3.44944458887428,4.86302805033841,3.56042534811848,0.86112330574142,3.5665206541961,3.25311048277952,3.37699587926202,2.02110567150186,35,1,1,1,-6.25,1,0,1,0,0,1,-0.264146289562005,5,1254.38268056704,2324,0.373685007638849,2,5,6,3.40472343014236,3.74152746790518,4.02912882023498,36,34,89,2,1,1,3,5,4,5,4,4,3,4,4,4,4,3,4,4,5,4,5,4,6,NA,3,4,3,2,1,2,1,NA,1,1,1,4,4,2,4,3,3,3,4,5,2,3,NA,4,4,3,4,4,4,2,3,2,0.721115178022863,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"T1","CG",FALSE,FALSE,-0.309406349696767,0.454939919310978,0.275668509222528,-0.00128345625229476,0.0734534542122063,0.226798286085968,-0.405295786120068,-0.534658034519205,-0.430764754853904,0,0,1.91474128093558,5.18573171392602,5.53450479702767,5.40734064129655,3.81039562264412,4.77457599271013,3.71707755813724,2.37545658387884,2.97804184173841,4.69196795061438,2.77605486414597,1.14758747590016,46,1,0,2,4.75,1,0,0,1,0,1,-0.103435953426473,-3,3908.87841465065,1572,1.1365478898412,1,3,6,3.28282822053339,3.77978060453064,4.00210538586138,24,46,69,NA,2,2,2,4,5,6,5,6,6,6,6,NA,5,5,4,6,5,6,6,5,5,3,3,NA,4,2,2,2,2,2,2,1,2,3,2,3,4,4,3,3,4,4,1,4,3,1,3,5,3,3,3,2,2,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"T1","CG",FALSE,FALSE,-0.485502000129115,-0.391146177824899,-0.119386357443001,-1.68791191108383,-0.821607513838122,-0.583159860872928,-0.906425963849985,1.02118430455871,-1.10340271182146,0,0,1.97416137133607,3.46558795661565,4.84337557096565,2.0483151814829,1.96558104409305,3.9926095399916,3.82982419089586,2.40108232925574,2.9164008954635,2.57510883889194,NA,1.49738340886474,70,0,0,1,28.75,0,1,1,0,0,0,-0.58791063222053,345,2278.03219808545,1124,-0.326448829585804,3,1,4,3.39513903202532,3.48120685394604,3.91350233710737,29,29,39,3,2,2,2,3,3,3,5,4,4,NA,6,2,2,2,3,2,3,5,3,4,3,3,2,3,3,2,3,2,0,3,2,3,4,3,3,3,2,NA,3,3,4,4,3,2,3,1,3,2,3,5,4,2,NA,2,0.401312339887548,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"T1","CG",FALSE,FALSE,-3.17309942015188,2.29328225184372,1.25564342952322,0.101482574395173,1.54070132427411,0.19150351029878,2.57623643176486,1.67873476496124,-1.48650164485097,0,0,-1.84807597604213,7.69691018924279,7.63932956044078,4.74332620095878,5.28266464094007,NA,5.59587490300068,4.01113553620452,2.05031952697232,6.12345428423174,4.09175300729983,1.63123588567253,41,1,0,1,-0.25,1,0,1,0,0,1,-0.192038234993243,-103,0,1928,-0.364544114190595,1,4,5,2.77431663660172,3.970566321717,4.10636457722569,24,61,76,1,1,1,1,7,7,7,7,7,7,7,7,5,4,4,5,5,6,4,4,4,6,4,4,4,4,2,1,NA,2,4,4,4,3,3,2,2,4,4,4,4,4,4,1,2,2,3,1,5,5,4,4,NA,3,3,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"T1","IG",FALSE,FALSE,0.242042962378855,-0.166453373746421,0.15177001789811,-1.88198177314848,-1.01364482678813,0.970669275622244,0.497574139296255,-0.456827138109962,0.201277482693941,0,0,2.16566467137078,4.6606805111725,5.58260646900491,1.73394554243255,2.89011497936732,6.281808865104,4.35893022848417,1.67479623619213,3.58733847684797,0.664804416952891,NA,0.968245802649067,29,0,0,1,-12.25,0,1,1,0,0,1,0.213158769836035,73,4216.08173983302,2868,1.31173748146901,3,5,6,3.41310818188206,3.66050944209174,3.94675696267488,60,33,64,3,NA,2,1,5,5,5,6,6,5,7,6,2,2,NA,3,2,2,7,7,5,6,4,4,4,4,2,3,2,3,2,2,1,2,4,4,3,4,3,3,3,5,4,4,4,3,4,3,NA,4,5,5,1,1,1,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"T1","CG",FALSE,FALSE,-1.02255947927411,-0.6731589737483,-0.637459761960473,-0.401032699205987,0.257650577024074,0.300840913539519,-0.39806209253032,-1.06838070427291,0.239090674667355,0,0,-0.76513089934896,3.8843436692568,4.13719704852253,3.3968567849982,3.6294235038829,4.69865934781238,4.23016399409764,1.50760718001416,3.50758745517238,3.54717252611226,4.49846033131089,3.09099170201264,41,1,0,2,-0.25,1,0,0,1,0,1,-0.983149492948004,-63,966.288545732882,520,-1.16543674632887,1,1,2,2.94890762828726,3.66444419077705,4.0316735767562,18,27,67,1,NA,1,1,2,3,5,5,3,6,4,4,3,3,3,4,3,4,5,6,6,5,4,4,NA,4,3,1,NA,1,1,2,1,2,3,3,3,4,3,3,2,5,5,5,2,2,NA,4,4,NA,5,5,2,3,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"T1","CG",FALSE,FALSE,1.4818683913368,-0.939445051329625,-0.196306469612831,-0.0474223605500139,1.41312558650857,-0.439968992575052,-0.734527150625399,-0.264997428116033,1.13847758823581,0,0,2.92665740593375,3.98401909014451,4.81261168433079,4.65201784991594,5.9929728684058,4.14488374272437,2.60675323876545,1.90664418184384,4.4322772900442,NA,3.59458883201633,2.91332393305361,22,1,0,1,-19.25,1,0,1,0,0,0,-0.407230347054226,-551,7744.5322942746,1008,-0.393057936486483,0,3,4,3.38465912874604,3.62166881388958,3.93495948445593,NA,46,57,3,4,3,3,4,4,5,5,4,4,5,4,6,5,3,7,5,7,5,3,4,3,1,2,2,3,1,1,2,2,2,2,NA,2,4,5,5,3,3,2,2,5,4,2,3,3,3,4,2,3,4,2,3,4,3,0.53742984534375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"T1","CG",FALSE,FALSE,-0.633095342072729,0.134146902758464,2.23076743129723,0.391337249587325,-2.11389908955316,-0.296083278330014,-0.27270902043862,0.383670576755433,1.41475713395728,0,0,1.2009447459894,4.30200241700159,8.4015386023479,4.58073813513556,1.6538804962179,3.91061818078738,3.61875828495593,2.59922915527634,4.06686997293663,NA,3.73018195402521,0.885018530896461,24,1,1,1,-17.25,1,0,1,0,0,0,-0.6432203920539,-347,870.913930303252,1134,-0.563552281304055,1,3,5,3.28225676717884,3.72728075938373,4.03244416187731,17,39,53,2,1,NA,1,4,4,4,7,7,7,7,7,4,4,5,1,1,2,5,3,5,4,3,4,3,4,2,1,NA,2,2,NA,3,3,3,5,4,3,3,3,3,5,4,1,3,3,3,4,4,4,4,4,2,1,1,0.622459331201855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"T1","CG",FALSE,FALSE,-0.00935563888106758,1.54060722707628,0.40183598220499,0.4381993601025,-0.195081137962006,0.773664493041612,0.389396978413092,0.0881109543623394,0.0610607578594205,0,0,3.27372023129882,5.70954179996179,5.13733193861474,4.2891756512849,4.34546765102195,6.01386272316602,4.1446671960841,2.28346464009168,3.62400570067651,4.03273193614274,1.9312867494104,3.71759156986711,56,0,1,2,14.75,0,1,0,1,0,0,0.635823241908948,397,3929.13116194699,2520,1.49254584584725,2,6,6,3.56918833944974,3.77796948771404,3.97182939313532,36,47,68,3,3,2,3,6,5,5,7,4,5,6,5,NA,4,5,4,4,3,6,6,5,7,4,4,4,4,3,1,1,2,2,2,NA,2,3,4,3,NA,3,4,3,4,5,3,4,1,3,5,NA,2,1,2,4,5,2,0.48750260351579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"T1","CG",FALSE,FALSE,-1.113205069223,-2.45952920211219,-1.33586120730161,-1.09773296726086,-0.173927169853974,-1.72421124780519,-0.817865126951063,-1.6965065868051,0.693395361402339,0,0,0.0440010612274031,2.39130729448374,3.12881524296788,2.6865868554268,3.04453860975182,2.15115355382342,2.97432411313626,0.599537124921891,3.77637793567975,3.63309220355748,3.20275668416701,1.05488974976721,32,1,0,1,-9.25,1,0,1,0,0,1,-1.76469032961243,-211,0,106,-2.23504680927407,0,0,1,3.06196352329557,3.5133257443927,3.9576909507892,NA,NA,53,1,1,1,1,2,2,2,3,3,3,2,3,3,2,3,4,3,5,2,2,2,2,3,3,4,3,2,1,2,3,1,1,1,1,4,4,4,3,3,3,3,4,4,2,2,1,3,3,3,3,4,3,1,2,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"T1","CG",FALSE,FALSE,-0.673276061126399,-0.647139620003513,-0.350304587767508,1.39228564846125,-0.302669429750952,-0.712900130214703,-0.704606403219283,-1.4343444269912,-0.220440720786331,0,0,1.7082721061253,3.63805682613824,5.0124669647722,5.7609657260151,4.33623572156064,3.40210732414055,2.66389710114191,1.27618822769084,3.221836219361,2.78842318058284,2.55051432051783,3.08197188963739,31,1,0,1,-10.25,1,0,1,0,0,1,-0.906975001918932,-223,923.592632151738,156,-2.15771495979269,0,0,2,3.26071339210666,3.64103644843562,3.93852749691671,NA,NA,39,NA,2,1,2,NA,3,3,NA,5,5,6,4,5,6,4,4,5,4,3,4,3,4,3,3,3,2,2,3,1,1,1,2,1,1,4,4,2,3,3,3,3,NA,3,3,3,2,4,4,2,2,2,2,3,3,4,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"T1","CG",FALSE,FALSE,-0.801407010905887,-1.12834421664336,-1.29807567205453,-0.378107046508911,-1.77183943814724,-0.892020510360372,-1.02591398399775,-1.51788815863921,-1.34316160857301,0,0,1.38956885724361,3.12010122084947,4.30166239781339,4.03625566697857,1.6070684088914,3.05140072619738,3.12505935478853,0.983300140095429,2.44438938641729,2.19637201299977,3.36142667345017,1.7703893751341,45,1,0,1,3.75,1,0,1,0,0,1,-1.08809864669535,-55,1379.34774196724,1070,-0.972098819223633,1,2,5,3.22558719807424,3.5899446846459,3.96686541485804,29,21,67,2,2,1,1,3,3,2,6,6,6,3,4,6,4,NA,2,1,2,3,4,2,4,3,4,3,4,NA,2,1,3,1,1,1,1,2,2,3,3,4,3,3,5,4,1,5,2,3,3,3,4,3,3,2,1,2,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"T1","CG",FALSE,FALSE,-0.440432214230984,0.803065977228964,-0.667526950289858,0.807876345334664,0.283149779026118,-0.201686611476423,-0.875642656968339,0.258369613683391,-0.771572042958679,0,0,0.442514760255007,5.69653146350458,3.47629328974274,5.17793091088872,3.19953577040661,4.26227264631701,3.11696302474392,2.54393895503091,2.45083141593231,3.83663451989566,3.62055759884624,3.27082291817833,48,1,1,3,6.75,1,0,0,0,1,1,-0.541663079693201,281,3341.73349499041,998,-0.729548135373487,0,3,5,3.27694014332631,3.88525709369097,4.00355874948091,NA,49,41,1,NA,1,2,6,5,6,4,4,4,2,3,6,5,NA,3,4,2,4,5,5,6,3,3,2,2,2,1,2,2,2,3,3,2,3,2,2,3,2,3,2,4,NA,3,2,2,2,NA,3,3,4,5,3,3,3,0.657010462673499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
