"id","timePoint","studyGroup","treatment_now","carryover_ig","z_habit","z_intention","z_attitude","z_injnorm","z_descnorm","z_pbc","z_intrinsic_mot","z_planning","z_selfcontrol","trt","carry","habit_latent","intention_latent","attitude_latent","injnorm_latent","descnorm_latent","pbc_latent","intrinsic_mot_latent","perceived_comp_latent","perceived_choice_latent","extrinsic_mot_latent","planning_latent","selfcontrol_latent","zimo_discat_latent","zimo_enjoy_latent","zimo_risk_latent","age","gender","prior_app","income","age_c","female","male","income_low","income_med","income_high","age_25_50","rand_pa","pa_driver_small","weeklyMET_minutes","treat_phase_pa","vpa_share","mpa_share","lpa_share","share_sum","lpa_met_week","mpa_met_week","vpa_met_week","lpa_min_week","mpa_min_week","vpa_min_week","pa_light_days","pa_mod_days","pa_vig_days","pa_light_minutes","pa_mod_minutes","pa_vig_minutes","weeklyMET_minutes_check","rand_steps","steps_day","habit_1","habit_2","habit_3","habit_4","intention_1","intention_2","intention_3","attitude_1","attitude_2","attitude_3","attitude_4","attitude_5","norm_inj_1","norm_inj_2","norm_inj_3","norm_desc_1","norm_desc_2","norm_desc_3","pbc_1","pbc_2","pbc_3","pbc_4","intrinsic_mot_1","intrinsic_mot_2","intrinsic_mot_3","perceived_comp_1","perceived_comp_2","perceived_comp_3","perceived_choice_1","perceived_choice_2","perceived_choice_3","extrinsic_mot_1","extrinsic_mot_2","extrinsic_mot_3","action_planning_1","action_planning_2","action_planning_3","action_planning_4","self_control_1","self_control_2","self_control_3","motivational_comp_1","motivational_comp_2","motivational_comp_3","motivational_comp_4","bmzi_fitness","bmzi_health","bmzi_body","bmzi_social","bmzi_competition","bmzi_distraction","bmzi_aesthetics","zimo_discat5","zimo_enjoy1","zimo_enjoy2","zimo_enjoy3","zimo_risk1","zimo_risk2","zimo_risk3","app_use_prob","app_use_yesno","app_use_days","tam_usefulness_1","tam_usefulness_2","tam_usefulness_3","tam_ease_1","tam_ease_2","tam_ease_3","tam_enjoyment_1","tam_enjoyment_2","tam_enjoyment_3","tam_trust_1","tam_trust_2","tam_trust_3","tam_future_use_1","tam_future_use_2","tam_future_use_3"
11,"T1","CG",FALSE,FALSE,1.65976514650291,0.0025344140026668,-0.648256283244363,-0.487168807029591,-0.194855420775896,-0.347465230257631,1.37775034945217,0.366981232070878,-1.04656148741515,0,0,4.92832692976582,5.26848420870476,4.22733051138707,3.43500091491957,4.10721029871402,4.86213278858299,4.54307065701936,3.63569656220452,2.90780316406599,2.32353215628987,2.10661389372212,3.02098754886113,3.64644843023047,3.70219758421983,1.74251202905557,20,1,1,2,-20.27,1,0,0,1,0,0,303.016501434725,52.4562657057061,1292,0,0.0248557651159354,0.171900252401829,0.803243982482236,1,1037.79122536705,222.095126103163,32.1136485297885,345.930408455683,44.4190252206325,3.5681831699765,7,2,0,49,22,NA,1249,-1824.04720289747,NA,4,5,5,5,5,5,5,4,5,4,4,4,5,5,3,4,3,4,5,5,5,NA,4,4,4,3,3,3,4,3,2,3,2,2,2,2,3,2,3,4,3,NA,3,4,3,4,4,4,3,2,1,4,4,3,3,3,2,2,2,0.622459331201855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"T1","CG",FALSE,FALSE,1.79876279610411,-0.450266258530591,1.081309319545,0.223846175474602,-0.0679155866024004,0.649801692213171,0.821689394825084,-0.0746849364691307,-0.858503868821232,0,0,5.0554463280398,4.73239190950865,6.75028287806518,5.1133938795138,4.67400381193249,4.99430596393709,4.30153220709045,3.62277093545814,3.34455732220322,1.18023068389573,2.09912930516526,2.41762377604508,3.83528106667436,4.26524055009029,1.90382049899969,47,0,0,3,6.73,0,1,0,0,1,1,88.4451370043377,46.659440409134,1145,0,0.0227993802144192,0.220977082513273,0.756223537272308,1,865.875950176793,253.018759477697,26.10529034551,288.625316725598,50.6037518955395,2.90058781616778,7,2,0,41,25,NA,1111,-754.86752298185,NA,5,5,5,5,4,5,NA,7,7,7,NA,NA,6,7,5,NA,5,5,4,5,5,6,4,4,4,4,3,4,4,3,3,2,2,1,2,3,2,2,2,3,3,3,3,4,4,5,4,5,3,2,4,1,3,4,4,5,2,3,1,0.437823499114202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"T1","CG",FALSE,FALSE,-0.528765025204438,1.9400387779903,0.915073693827194,0.28067644810951,1.06179408020587,-0.345592631421,1.53353978571685,0.108574891441099,0.545898312925855,0,0,0.482189752422441,6.75080215882048,6.06749993608417,4.73746751880899,5.19882733824836,5.07535082261996,4.7715902228782,3.24937255850799,3.18678877755069,1.84007648634132,2.14968930554535,3.75587236102457,2.33739926469151,3.72138162978425,0.997264813930596,43,0,0,2,2.73,0,1,0,1,0,1,510.011774915305,10.6033794608964,1042,0,0.00259712950559333,0.213368999231607,0.7840338712628,1,816.963293855838,222.330497199334,2.70620894482825,272.321097951946,44.4660994398668,0.300689882758694,7,2,0,39,22,NA,1039,1956.52930043194,NA,1,1,1,1,7,NA,7,6,5,5,6,6,6,4,5,5,5,4,4,5,4,6,4,4,4,2,3,3,3,3,4,2,1,2,2,2,2,2,3,4,4,4,4,NA,3,3,4,4,3,1,3,4,2,4,4,4,1,2,2,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"T1","IG",FALSE,FALSE,-0.401740663922794,-0.33441241026387,-0.907124922352701,-0.398349690314128,-0.815545863627746,-0.33295889247488,-0.519161514398351,-1.18931144542677,0.646441480043036,0,0,2.43007905197186,3.91922597434664,3.93981289814653,3.83223497341431,3.44944458887428,NA,3.21234149955831,2.37388354714933,2.55705336503403,1.65056842911129,1.34280453998491,3.69402698116096,2.52743900596872,3.61271891003781,3.25867324539514,39,1,0,1,-1.27,1,0,1,0,0,1,207.910098881782,-13.4370601476425,560,0,0,0.201496051736176,0.798503948263824,1,447.162211027741,112.837788972259,0,149.05407034258,22.5675577944517,0,4,1,0,37,23,NA,559,-956.557202058445,NA,1,2,3,3,4,3,4,3,4,4,5,4,3,3,3,3,3,2,5,5,5,4,3,3,3,2,2,3,3,NA,2,1,2,2,NA,2,1,1,3,4,3,NA,3,3,NA,5,3,5,2,2,4,4,2,5,3,3,3,3,3,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"T1","CG",FALSE,FALSE,-0.309406349696767,0.454939919310978,0.275668509222528,-0.00128345625229476,0.0734534542122063,0.226798286085968,-0.405295786120068,-0.534658034519205,-0.430764754853904,0,0,1.91474128093558,5.18573171392602,5.53450479702767,5.40734064129655,3.81039562264412,NA,3.35760713674924,3.6206804269063,2.85384065210421,2.23913066435257,1.41895393449305,2.72801677490749,3.89064410132658,4.50376410255427,1.44714785043987,62,0,1,1,21.73,0,1,1,0,0,0,1012.81000605673,-5.8401470735679,1731,0,0.000978757760021836,0.198701593633741,0.800319648606237,1,1385.3533117374,343.952458580006,1.6942296825978,461.784437245799,68.7904917160012,0.188247742510866,7,3,0,66,23,NA,1731,882.611579612556,NA,2,3,1,2,5,5,6,5,6,7,6,4,6,6,6,4,4,4,6,4,4,4,3,4,3,4,4,3,2,3,NA,3,2,2,2,1,1,1,NA,3,3,3,3,4,4,5,NA,3,2,1,3,2,5,4,4,5,1,1,1,0.48750260351579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"T1","CG",FALSE,FALSE,-0.485502000129115,-0.391146177824899,-0.119386357443001,-1.68791191108383,-0.821607513838122,-0.583159860872928,-0.906425963849985,1.02118430455871,-1.10340271182146,0,0,1.97416137133607,3.46558795661565,4.84337557096565,2.0483151814829,1.96558104409305,3.9926095399916,3.52046678728086,2.22989755958353,3.36825320010364,1.15008251799473,3.12290995657918,2.41323060572477,5.98865998405702,2.53545496472201,1.61955059635951,37,1,0,1,-3.27,1,0,1,0,0,1,-226.652016156237,-28.9282498053686,379,0,0,0.200786875803024,0.799213124196976,1,302.901774070654,76.0982259293459,0,100.967258023551,15.2196451858692,0,3,1,0,34,15,NA,381,-4695.87937748473,NA,2,1,3,2,2,3,4,5,5,6,5,6,2,NA,3,2,1,2,4,3,4,4,3,4,4,NA,3,2,3,3,4,2,0,1,3,3,3,3,3,3,2,3,3,4,3,NA,4,4,2,1,3,3,5,3,2,2,1,2,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"T1","CG",FALSE,FALSE,-3.17309942015188,2.29328225184372,1.25564342952322,0.101482574395173,1.54070132427411,0.19150351029878,2.57623643176486,1.67873476496124,-1.48650164485097,0,0,-1.84807597604213,7.69691018924279,7.63932956044078,4.74332620095878,5.28266464094007,4.70603631897704,4.9382512598242,4.76284983766816,3.38673928628296,2.9555732893283,3.00186545858465,2.10115583290423,4.18754886886702,5.28497442553785,2.66169894545253,47,0,0,1,6.73,0,1,1,0,0,1,280.129877760949,-13.18195793061,630,0,0,0.236230461318046,0.763769538681954,1,481.174809369631,148.825190630369,0,160.39160312321,29.7650381260738,0,5,1,0,32,30,NA,630,-1456.41200948927,NA,1,1,1,1,7,7,7,7,7,7,7,7,5,6,5,5,5,NA,6,4,5,5,4,4,4,4,4,4,3,4,NA,4,3,3,3,3,3,3,3,2,2,4,4,4,4,5,5,4,2,1,2,4,4,4,4,5,2,3,2,0.51249739648421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"T1","IG",FALSE,FALSE,0.242042962378855,-0.166453373746421,0.15177001789811,-1.88198177314848,-1.01364482678813,0.970669275622244,0.497574139296255,-0.456827138109962,0.201277482693941,0,0,NA,4.6606805111725,5.58260646900491,1.73394554243255,2.89011497936732,6.281808865104,3.90917281455455,3.0736655006041,3.37363154134248,0.262569563863017,1.82753522471712,3.09013942165494,2.46179584173595,3.0447413771993,1.23948322525552,19,0,0,3,-21.27,0,1,0,0,1,0,93.159672659685,11.8432368298744,1585,0,0.00222762231482193,0.212792218942195,0.784980158742983,1,1244.19355160763,337.275667023379,3.53078136899276,414.731183869209,67.4551334046759,0.392309040999195,7,3,0,59,22,NA,1569,-512.472295194461,NA,2,2,NA,2,5,5,5,5,7,5,6,NA,2,1,2,2,4,2,6,6,5,NA,4,3,3,3,3,4,3,4,4,0,2,0,1,3,1,2,NA,3,3,3,4,4,NA,NA,4,4,5,1,2,4,2,2,2,3,1,1,2,0.331812227831834,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"T1","CG",FALSE,FALSE,-1.02255947927411,-0.6731589737483,-0.637459761960473,-0.401032699205987,0.257650577024074,0.300840913539519,-0.39806209253032,-1.06838070427291,0.239090674667355,0,0,-0.76513089934896,NA,4.13719704852253,3.3968567849982,3.6294235038829,4.69865934781238,3.86997020335067,3.05836246533461,2.95290098673988,1.70966635728757,1.74402429469292,3.68292512767536,3.33933338030927,3.53734034127216,0.708975037072411,30,1,0,2,-10.27,1,0,0,1,0,1,60.6394348624777,-52.5787424681536,735,0,0.0067821571463719,0.208885824624449,0.784332018229179,1,576.484033398447,153.53108109897,4.98488550258335,192.161344466149,30.706216219794,0.553876166953705,5,1,0,38,31,NA,725,-5112.99658511202,NA,1,1,1,1,2,3,NA,4,NA,4,NA,4,4,3,NA,5,1,1,3,5,5,6,4,4,4,3,4,2,3,3,3,1,2,2,2,2,2,2,4,3,5,4,4,4,4,4,4,3,2,2,2,5,4,4,3,4,1,1,1,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"T1","CG",FALSE,FALSE,1.4818683913368,-0.939445051329625,-0.196306469612831,-0.0474223605500139,1.41312558650857,-0.439968992575052,-0.734527150625399,-0.264997428116033,1.13847758823581,0,0,2.92665740593375,3.98401909014451,4.81261168433079,4.65201784991594,5.9929728684058,4.14488374272437,2.28020595382799,NA,3.33088116307151,NA,2.21116160681449,4.18137250299025,1.22023503008599,1.73847240878833,3.23109137823918,55,1,0,3,14.73,1,0,0,0,1,0,135.813683836096,-23.1478106923426,920,0,0.0193178685754538,0.201254624836147,0.779427506588399,1,717.073306061327,185.154254849255,17.7724390894175,239.024435353776,37.030850969851,1.97471545437972,7,1,0,34,37,NA,899,-2253.56699280601,NA,3,3,3,3,3,4,4,4,4,4,5,4,5,6,3,7,7,NA,4,4,4,5,2,2,2,3,3,3,3,4,3,2,NA,2,2,2,2,3,5,NA,4,3,3,2,3,4,5,NA,1,2,5,5,1,2,1,2,2,3,3,0.46257015465625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"T1","CG",FALSE,FALSE,-0.633095342072729,0.134146902758464,2.23076743129723,0.391337249587325,-2.11389908955316,-0.296083278330014,-0.27270902043862,0.383670576755433,1.41475713395728,0,0,1.2009447459894,4.30200241700159,8.4015386023479,4.58073813513556,1.6538804962179,3.91061818078738,3.2460291869998,3.18816298747224,2.56610544094364,1.71581751300482,2.28765671694534,3.88885113928722,2.30939857028106,3.71358413052781,1.65120156850673,40,0,1,1,-0.270000000000003,0,1,1,0,0,1,225.32034924428,-34.6264898892353,721,0,0.0211016478762031,0.210736302975565,0.768162049148232,1,553.844837435875,151.940874445383,15.2142881187424,184.614945811958,30.3881748890765,1.69047645763805,5,1,0,37,30,NA,705,-4034.6729908319,NA,2,NA,1,2,3,4,4,NA,7,7,7,7,4,3,4,2,3,3,4,4,4,5,NA,4,2,3,3,3,3,3,4,1,2,2,3,3,2,3,5,4,4,3,3,4,3,5,5,2,1,2,2,3,3,4,4,3,2,3,1,0.598687660112452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"T1","CG",FALSE,FALSE,-0.00935563888106758,1.54060722707628,0.40183598220499,0.4381993601025,-0.195081137962006,0.773664493041612,0.389396978413092,0.0881109543623394,0.0610607578594205,0,0,3.27372023129882,5.70954179996179,NA,4.2891756512849,4.34546765102195,6.01386272316602,3.7057274982428,3.29547405334521,3.55905222623553,1.99511756240152,1.44835934918673,3.637570692618,4.82243993105335,2.19024774544246,2.95288319508835,42,1,0,2,1.73,1,0,0,1,0,1,-209.96276666801,34.231369594593,575,0,0,0.231756239831448,0.768243760168552,1,441.740162096918,133.259837903082,0,147.246720698973,26.6519675806165,0,4,1,0,37,27,NA,579,-4793.13446916212,NA,3,3,4,4,NA,6,5,4,6,5,5,6,NA,4,3,4,5,4,7,7,7,7,4,2,3,4,4,3,3,4,4,3,2,1,2,1,2,NA,4,3,3,3,3,4,3,5,4,2,2,1,3,4,5,2,1,3,3,3,3,0.645656306225795,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
